reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,state_of_charge_pct,state_of_health_pct,charge_discharge_cycles,power_mw,energy_mwh,voltage_v,current_a,temperature_c,quality_flag,alarm_status,ingestion_datetime
BR-0000000909,PLT-0059,BAT-MOD-042,SENS-9059,current,2024-12-09T09:35:54,898.097595,A,81.99,88.36,3182,-0.051,87.460,606.114,-84.625,24.83,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000910,PLT-0039,BAT-MOD-049,SENS-9830,temperature,2024-12-09T09:49:08,839.558092,C,27.87,95.52,4725,-0.301,95.546,785.242,-383.725,15.67,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000911,PLT-0051,BAT-MOD-049,SENS-3638,soh,2024-12-09T09:37:48,754.668426,%,83.48,86.81,4995,0.159,63.076,723.430,219.657,39.56,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000912,PLT-0012,BAT-MOD-042,SENS-2514,current,2024-12-09T09:16:13,94.069723,A,94.38,87.89,3431,-0.130,42.567,614.772,-211.918,44.12,BAD,WARNING,2025-12-09T14:25:05
BR-0000000913,PLT-0062,BAT-MOD-015,SENS-3382,temperature,2024-12-09T09:41:40,228.186526,C,69.57,87.16,251,-0.137,75.775,645.342,-213.027,23.57,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000000914,PLT-0099,BAT-MOD-017,SENS-4364,soh,2024-12-09T09:08:17,939.635632,%,44.27,94.68,3570,0.052,62.784,781.388,66.161,40.46,BAD,WARNING,2025-12-09T14:25:05
BR-0000000915,PLT-0059,BAT-MOD-020,SENS-2114,soc,2024-12-09T09:10:31,860.466140,%,60.31,85.87,4275,-0.108,8.251,737.283,-146.849,22.82,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000916,PLT-0058,BAT-MOD-039,SENS-7341,current,2024-12-09T09:32:02,719.237912,A,56.94,99.03,3928,-0.352,61.941,738.477,-477.267,27.93,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000917,PLT-0100,BAT-MOD-003,SENS-6912,temperature,2024-12-09T09:15:23,70.198579,C,87.39,85.58,1316,0.150,69.983,716.503,210.013,16.16,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000918,PLT-0006,BAT-MOD-039,SENS-4185,voltage,2024-12-09T09:23:00,580.793553,V,43.02,94.17,1229,-0.194,26.954,644.803,-300.591,36.84,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000919,PLT-0061,BAT-MOD-032,SENS-2541,soc,2024-12-09T09:47:47,635.094408,%,67.80,98.10,4652,-0.096,54.673,608.099,-157.217,43.53,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000920,PLT-0025,BAT-MOD-033,SENS-7025,soc,2024-12-09T09:58:57,49.413907,%,64.92,91.40,1644,0.212,2.756,670.508,315.642,42.67,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000921,PLT-0021,BAT-MOD-007,SENS-5343,power,2024-12-09T09:08:53,78.771446,MW,58.90,86.11,2244,-0.244,96.440,771.749,-315.837,36.36,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000922,PLT-0081,BAT-MOD-041,SENS-6434,temperature,2024-12-09T09:46:16,780.431805,C,67.87,89.23,3316,0.191,62.031,653.465,291.609,25.43,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000923,PLT-0027,BAT-MOD-009,SENS-7250,soh,2024-12-09T09:23:13,721.271218,%,60.78,91.24,2130,-0.207,34.349,793.356,-261.078,19.46,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000924,PLT-0049,BAT-MOD-045,SENS-6793,current,2024-12-09T09:22:25,881.597484,A,48.90,89.94,2328,0.237,30.663,768.446,309.022,17.32,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000925,PLT-0061,BAT-MOD-012,SENS-8382,current,2024-12-09T09:09:17,942.117426,A,53.44,93.95,377,-0.169,56.294,642.082,-263.266,19.48,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000926,PLT-0070,BAT-MOD-041,SENS-6024,voltage,2024-12-09T09:19:12,895.014750,V,76.11,85.49,1976,-0.178,55.388,799.071,-222.826,37.42,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000927,PLT-0025,BAT-MOD-034,SENS-4489,voltage,2024-12-09T09:57:08,724.169881,V,93.96,86.20,2262,0.079,44.858,726.535,108.481,43.40,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000928,PLT-0056,BAT-MOD-025,SENS-8208,temperature,2024-12-09T09:04:35,295.084125,C,72.74,98.23,3935,-0.115,66.524,604.847,-189.702,20.04,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000929,PLT-0079,BAT-MOD-007,SENS-3049,current,2024-12-09T09:08:59,690.652825,A,90.24,93.88,219,-0.268,38.707,714.737,-375.443,41.81,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000930,PLT-0072,BAT-MOD-013,SENS-9576,soc,2024-12-09T09:16:09,626.842561,%,56.14,86.24,500,-0.360,66.233,798.141,-451.666,15.15,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000931,PLT-0058,BAT-MOD-009,SENS-1931,soh,2024-12-09T09:59:37,521.905059,%,25.22,96.79,4092,-0.263,8.531,759.257,-347.012,29.51,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000932,PLT-0006,BAT-MOD-024,SENS-4714,soc,2024-12-09T09:22:20,500.446792,%,75.42,99.72,1626,-0.090,51.825,786.012,-114.640,19.16,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000933,PLT-0014,BAT-MOD-010,SENS-4292,voltage,2024-12-09T09:23:04,325.052120,V,60.04,88.12,1755,0.133,84.245,719.316,184.456,41.68,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000934,PLT-0066,BAT-MOD-010,SENS-4583,soc,2024-12-09T09:14:59,337.762081,%,93.26,93.62,4123,0.230,81.931,647.110,355.796,40.82,BAD,WARNING,2025-12-09T14:25:05
BR-0000000935,PLT-0011,BAT-MOD-039,SENS-1504,soh,2024-12-09T09:32:28,3.588762,%,61.10,92.72,4555,-0.032,17.272,629.526,-50.965,15.99,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000936,PLT-0060,BAT-MOD-004,SENS-2377,temperature,2024-12-09T09:01:39,670.053212,C,24.48,86.03,1641,-0.223,29.571,615.549,-362.507,33.95,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000937,PLT-0054,BAT-MOD-009,SENS-7127,soh,2024-12-09T09:13:07,22.213693,%,43.01,90.08,4407,0.041,67.341,674.783,60.168,33.45,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000938,PLT-0083,BAT-MOD-022,SENS-7421,power,2024-12-09T09:52:27,271.506645,MW,30.73,98.15,330,0.180,34.278,679.345,265.440,22.52,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000000939,PLT-0077,BAT-MOD-012,SENS-5035,temperature,2024-12-09T09:23:19,659.195021,C,20.86,95.14,2320,-0.359,43.775,791.258,-453.262,43.41,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000940,PLT-0035,BAT-MOD-047,SENS-6242,soc,2024-12-09T09:42:01,108.141525,%,80.15,86.88,544,-0.122,90.572,777.830,-157.052,40.23,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000941,PLT-0075,BAT-MOD-036,SENS-9921,temperature,2024-12-09T09:08:54,128.020480,C,77.93,94.65,2854,0.271,65.654,767.766,352.386,27.27,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000942,PLT-0067,BAT-MOD-022,SENS-7716,voltage,2024-12-09T09:44:06,531.845770,V,30.05,87.11,2229,0.258,77.561,639.540,404.154,32.65,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000943,PLT-0050,BAT-MOD-049,SENS-1810,temperature,2024-12-09T09:47:03,781.647786,C,44.73,89.07,855,0.047,50.845,700.619,67.084,23.57,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000944,PLT-0003,BAT-MOD-002,SENS-9859,current,2024-12-09T09:57:33,119.504445,A,25.26,99.34,283,-0.013,90.829,664.009,-19.619,26.84,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000945,PLT-0039,BAT-MOD-030,SENS-4201,temperature,2024-12-09T09:29:37,928.051662,C,65.33,96.98,1035,0.258,19.833,707.249,365.323,17.20,BAD,FAULT,2025-12-09T14:25:05
BR-0000000946,PLT-0097,BAT-MOD-017,SENS-1641,soh,2024-12-09T09:07:25,979.772295,%,49.82,86.52,4995,-0.129,64.696,757.287,-170.420,36.31,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000947,PLT-0031,BAT-MOD-043,SENS-6815,voltage,2024-12-09T09:36:33,108.076678,V,50.80,96.83,2754,0.277,30.099,643.924,430.269,30.16,BAD,WARNING,2025-12-09T14:25:05
BR-0000000948,PLT-0009,BAT-MOD-036,SENS-4954,power,2024-12-09T09:59:49,528.897983,MW,29.52,94.92,3289,0.323,59.684,754.856,427.911,27.09,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000949,PLT-0022,BAT-MOD-022,SENS-8902,soc,2024-12-09T09:15:06,345.019082,%,30.60,89.05,4019,0.170,5.742,628.736,269.917,28.99,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000950,PLT-0089,BAT-MOD-009,SENS-3046,current,2024-12-09T09:45:34,7.562844,A,33.85,88.84,1567,0.136,19.499,649.433,209.871,27.68,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000951,PLT-0041,BAT-MOD-016,SENS-2196,temperature,2024-12-09T09:41:31,525.741298,C,64.01,96.85,4283,0.161,28.702,748.722,215.401,22.22,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000952,PLT-0083,BAT-MOD-021,SENS-1820,current,2024-12-09T09:39:56,912.372018,A,29.27,94.04,3438,-0.110,69.474,612.919,-179.814,41.81,BAD,WARNING,2025-12-09T14:25:05
BR-0000000953,PLT-0020,BAT-MOD-026,SENS-7022,soh,2024-12-09T09:53:44,878.768075,%,57.79,86.33,4693,-0.012,1.425,739.993,-15.983,40.61,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000954,PLT-0022,BAT-MOD-048,SENS-8236,soh,2024-12-09T09:06:21,714.735394,%,80.54,90.55,1113,0.056,53.299,687.345,80.889,22.03,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000955,PLT-0089,BAT-MOD-023,SENS-8385,soc,2024-12-09T09:04:15,288.912631,%,35.06,91.61,4555,-0.118,14.209,643.813,-183.505,17.64,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000000956,PLT-0043,BAT-MOD-035,SENS-5292,power,2024-12-09T09:07:56,348.172504,MW,60.53,98.98,4122,0.192,26.935,781.337,246.321,17.12,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000957,PLT-0087,BAT-MOD-030,SENS-7051,current,2024-12-09T09:29:05,276.337674,A,46.28,95.75,2200,0.309,8.113,764.896,404.017,38.99,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000958,PLT-0073,BAT-MOD-012,SENS-5702,soc,2024-12-09T09:37:03,24.104461,%,69.21,90.70,4755,0.167,82.131,650.632,257.311,26.64,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000959,PLT-0093,BAT-MOD-020,SENS-9506,soc,2024-12-09T09:30:42,421.466034,%,42.05,87.17,772,0.076,28.737,616.768,122.544,34.48,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000960,PLT-0016,BAT-MOD-046,SENS-2492,soc,2024-12-09T09:26:08,251.608884,%,42.63,98.75,3300,0.357,6.122,783.130,456.464,40.99,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000961,PLT-0069,BAT-MOD-042,SENS-6094,voltage,2024-12-09T09:32:04,368.841030,V,45.78,90.71,682,-0.394,32.233,792.627,-496.731,16.63,BAD,WARNING,2025-12-09T14:25:05
BR-0000000962,PLT-0079,BAT-MOD-050,SENS-2360,current,2024-12-09T09:12:42,150.827535,A,70.20,97.75,1894,-0.308,60.049,724.208,-425.399,37.06,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000000963,PLT-0065,BAT-MOD-004,SENS-8228,soc,2024-12-09T09:23:38,319.475918,%,85.05,99.72,3659,-0.290,6.172,666.134,-435.518,35.60,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000964,PLT-0003,BAT-MOD-023,SENS-6479,temperature,2024-12-09T09:09:53,694.085459,C,40.36,95.05,4145,0.153,42.451,646.071,236.862,35.83,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000965,PLT-0022,BAT-MOD-016,SENS-5160,soc,2024-12-09T09:49:57,565.883389,%,74.78,95.67,1450,-0.210,28.884,752.533,-279.645,23.14,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000966,PLT-0048,BAT-MOD-033,SENS-5539,soc,2024-12-09T09:25:22,260.480223,%,85.27,85.16,3372,0.361,3.400,751.774,479.949,22.78,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000000967,PLT-0029,BAT-MOD-040,SENS-3059,voltage,2024-12-09T09:14:16,438.372662,V,30.38,88.55,366,-0.266,18.155,659.665,-402.730,15.94,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000968,PLT-0094,BAT-MOD-005,SENS-1693,soc,2024-12-09T09:09:59,197.103360,%,67.57,94.29,686,0.040,86.030,723.447,55.238,21.27,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000969,PLT-0041,BAT-MOD-022,SENS-3592,temperature,2024-12-09T09:22:49,82.989114,C,38.90,87.14,1957,-0.025,6.768,716.359,-35.195,43.85,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000970,PLT-0024,BAT-MOD-021,SENS-5193,power,2024-12-09T09:58:01,549.006458,MW,68.28,86.43,1106,-0.129,62.643,670.827,-192.226,24.82,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000971,PLT-0083,BAT-MOD-048,SENS-2092,soh,2024-12-09T09:20:44,79.652484,%,76.73,89.66,1308,-0.364,60.743,796.846,-456.708,23.03,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
BR-0000000972,PLT-0018,BAT-MOD-042,SENS-7800,soh,2024-12-09T09:32:47,602.203631,%,22.91,90.26,4958,-0.068,89.774,776.894,-87.071,37.32,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000973,PLT-0002,BAT-MOD-007,SENS-1572,power,2024-12-09T09:15:46,521.791183,MW,89.85,91.42,3276,0.370,2.725,773.896,477.673,17.04,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000974,PLT-0011,BAT-MOD-010,SENS-5468,power,2024-12-09T09:10:55,769.995415,MW,52.52,96.53,779,-0.023,74.127,778.754,-29.592,38.73,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000975,PLT-0015,BAT-MOD-024,SENS-9952,current,2024-12-09T09:47:38,578.464363,A,79.67,87.68,1329,-0.296,11.303,651.246,-454.159,39.91,BAD,FAULT,2025-12-09T14:25:05
BR-0000000976,PLT-0054,BAT-MOD-044,SENS-2592,power,2024-12-09T09:10:24,377.486851,MW,94.34,97.95,1166,0.202,26.897,673.532,299.506,26.27,SUSPECT,WARNING,2025-12-09T14:25:05
BR-0000000977,PLT-0010,BAT-MOD-043,SENS-6779,soc,2024-12-09T09:57:09,102.076079,%,54.35,88.84,1647,0.278,81.883,702.741,396.115,17.34,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000978,PLT-0096,BAT-MOD-041,SENS-4808,power,2024-12-09T09:16:59,701.143610,MW,47.71,90.23,3484,0.110,79.425,607.581,180.656,43.84,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000979,PLT-0083,BAT-MOD-045,SENS-2868,current,2024-12-09T09:05:43,278.394218,A,54.60,85.19,868,0.074,69.319,740.894,99.544,21.66,GOOD,WARNING,2025-12-09T14:25:05
BR-0000000980,PLT-0030,BAT-MOD-049,SENS-8165,temperature,2024-12-09T09:56:33,963.797065,C,58.09,89.88,2933,-0.254,3.770,764.759,-331.837,25.94,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000981,PLT-0075,BAT-MOD-012,SENS-6922,temperature,2024-12-09T09:18:13,608.136225,C,30.90,94.50,4520,-0.073,68.860,766.477,-95.885,26.32,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000982,PLT-0039,BAT-MOD-038,SENS-6587,temperature,2024-12-09T09:36:40,769.999846,C,89.91,85.83,2431,-0.262,25.966,620.356,-422.353,37.82,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000983,PLT-0022,BAT-MOD-008,SENS-1654,current,2024-12-09T09:21:29,333.331143,A,22.83,99.64,699,0.205,13.949,659.452,310.813,22.74,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000984,PLT-0046,BAT-MOD-041,SENS-7241,current,2024-12-09T09:53:14,791.684353,A,43.14,96.39,4022,0.204,43.769,686.239,296.762,36.56,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000985,PLT-0030,BAT-MOD-030,SENS-3284,temperature,2024-12-09T09:43:50,743.985999,C,31.38,87.59,307,-0.093,13.209,751.798,-123.874,24.62,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000986,PLT-0006,BAT-MOD-048,SENS-8879,soc,2024-12-09T09:54:35,875.320310,%,63.69,93.52,3154,-0.165,92.120,733.965,-224.460,41.74,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000987,PLT-0053,BAT-MOD-021,SENS-1792,voltage,2024-12-09T09:58:39,635.070066,V,34.46,85.51,863,-0.090,42.269,787.165,-114.277,28.89,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000000988,PLT-0007,BAT-MOD-001,SENS-3432,soh,2024-12-09T09:24:06,625.653942,%,60.93,88.18,352,0.089,39.470,777.034,113.986,31.14,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000989,PLT-0049,BAT-MOD-035,SENS-7162,current,2024-12-09T09:16:41,353.925029,A,20.45,91.62,1440,-0.169,25.124,674.329,-250.795,17.57,GOOD,FAULT,2025-12-09T14:25:05
BR-0000000990,PLT-0092,BAT-MOD-023,SENS-6321,power,2024-12-09T09:25:22,869.464312,MW,44.63,95.67,1031,0.122,84.432,775.430,157.580,24.04,BAD,WARNING,2025-12-09T14:25:05
BR-0000000991,PLT-0002,BAT-MOD-031,SENS-9775,temperature,2024-12-09T09:27:01,991.796261,C,39.07,92.81,1781,-0.272,89.689,765.157,-355.480,42.14,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000000992,PLT-0029,BAT-MOD-039,SENS-1105,power,2024-12-09T09:10:29,487.914068,MW,61.96,90.83,3701,0.242,53.753,662.371,365.606,22.48,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000000993,PLT-0054,BAT-MOD-019,SENS-7546,temperature,2024-12-09T09:01:06,573.952913,C,46.32,85.64,1849,0.080,46.266,757.905,105.290,20.80,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000994,PLT-0049,BAT-MOD-030,SENS-3369,current,2024-12-09T09:35:28,710.500303,A,52.23,94.70,2228,0.029,23.746,734.553,39.587,23.23,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000000995,PLT-0015,BAT-MOD-046,SENS-5915,soc,2024-12-09T09:39:37,161.071848,%,61.30,86.91,2862,0.304,16.730,737.273,412.203,43.49,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000000996,PLT-0030,BAT-MOD-034,SENS-5014,power,2024-12-09T09:06:19,659.972434,MW,91.70,90.37,1806,-0.057,65.352,701.155,-81.128,17.60,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000997,PLT-0001,BAT-MOD-006,SENS-9470,power,2024-12-09T09:50:33,298.374120,MW,48.20,92.68,1180,-0.096,27.248,742.974,-128.840,32.07,BAD,NORMAL,2025-12-09T14:25:05
BR-0000000998,PLT-0082,BAT-MOD-005,SENS-4053,temperature,2024-12-09T09:03:02,878.566280,C,83.98,90.99,100,0.034,22.638,795.186,42.902,32.09,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000000999,PLT-0055,BAT-MOD-032,SENS-9583,soc,2024-12-09T09:17:10,526.170456,%,44.00,85.77,1831,0.346,39.728,782.719,442.428,16.70,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001000,PLT-0015,BAT-MOD-009,SENS-6865,current,2024-12-09T09:14:52,119.730534,A,44.35,90.53,927,0.163,8.223,607.417,267.761,36.86,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001001,PLT-0002,BAT-MOD-043,SENS-6405,voltage,2024-12-09T09:18:15,822.990511,V,42.19,88.74,3049,-0.217,87.045,618.655,-350.926,39.89,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001002,PLT-0077,BAT-MOD-043,SENS-3972,temperature,2024-12-09T09:28:27,870.504732,C,42.99,99.93,2289,-0.061,71.345,699.321,-87.105,18.09,BAD,FAULT,2025-12-09T14:25:05
BR-0000001003,PLT-0080,BAT-MOD-029,SENS-5528,voltage,2024-12-09T09:11:38,864.999265,V,40.16,88.24,1993,0.102,62.162,757.167,134.103,38.09,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
BR-0000001004,PLT-0082,BAT-MOD-046,SENS-7607,power,2024-12-09T09:01:10,758.485070,MW,41.05,91.17,4651,-0.307,64.970,697.171,-440.003,25.39,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001005,PLT-0056,BAT-MOD-028,SENS-8676,power,2024-12-09T09:15:08,119.488844,MW,50.61,95.32,664,-0.145,66.844,672.168,-216.203,27.19,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001006,PLT-0003,BAT-MOD-014,SENS-4333,soc,2024-12-09T09:37:14,594.854644,%,62.59,87.81,1919,-0.018,31.553,739.380,-24.256,20.95,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001007,PLT-0022,BAT-MOD-011,SENS-6440,temperature,2024-12-09T09:09:34,740.832581,C,81.28,94.01,2149,-0.245,57.023,609.194,-402.759,25.25,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001008,PLT-0081,BAT-MOD-005,SENS-4224,voltage,2024-12-09T09:51:15,29.674539,V,58.38,95.03,4789,0.075,35.417,669.701,112.025,30.64,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001009,PLT-0097,BAT-MOD-040,SENS-3334,soc,2024-12-09T09:58:22,612.779589,%,53.42,85.08,2767,0.123,95.317,705.287,174.416,43.24,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001010,PLT-0093,BAT-MOD-001,SENS-3360,temperature,2024-12-09T09:38:30,584.330567,C,41.94,89.48,4527,-0.100,53.394,765.760,-130.559,36.12,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001011,PLT-0028,BAT-MOD-043,SENS-6194,soc,2024-12-09T09:44:55,844.201388,%,30.80,99.56,1276,-0.247,49.378,721.738,-341.732,34.07,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001012,PLT-0033,BAT-MOD-043,SENS-8570,power,2024-12-09T09:26:59,198.914572,MW,89.96,88.94,1250,0.009,82.547,771.878,11.952,25.73,BAD,FAULT,2025-12-09T14:25:05
BR-0000001013,PLT-0009,BAT-MOD-005,SENS-6092,current,2024-12-09T09:47:19,795.135978,A,83.58,89.95,2353,0.128,97.081,753.378,170.003,31.19,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001014,PLT-0073,BAT-MOD-016,SENS-7909,power,2024-12-09T09:47:32,917.413645,MW,89.90,87.76,4345,0.071,22.475,751.889,94.333,41.67,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001015,PLT-0006,BAT-MOD-012,SENS-5167,power,2024-12-09T09:31:17,513.712578,MW,82.47,87.39,3955,0.092,49.517,631.125,146.053,30.17,SUSPECT,CRITICAL,2025-12-09T14:25:05
BR-0000001016,PLT-0062,BAT-MOD-022,SENS-4965,soh,2024-12-09T09:57:45,168.990655,%,65.00,90.95,2263,0.264,30.686,722.464,365.338,39.01,SUSPECT,NORMAL,2025-12-09T14:25:05
BR-0000001017,PLT-0050,BAT-MOD-044,SENS-6748,voltage,2024-12-09T09:23:16,404.519516,V,52.41,91.02,769,-0.309,90.622,773.867,-399.113,24.96,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001018,PLT-0094,BAT-MOD-042,SENS-9395,soh,2024-12-09T09:04:46,675.840124,%,58.28,85.45,3706,-0.238,32.612,647.429,-368.241,28.54,GOOD,CRITICAL,2025-12-09T14:25:05
BR-0000001019,PLT-0099,BAT-MOD-014,SENS-2657,soh,2024-12-09T09:17:00,650.482788,%,80.43,90.62,2148,-0.355,77.459,712.748,-498.126,42.09,BAD,WARNING,2025-12-09T14:25:05
BR-0000001020,PLT-0018,BAT-MOD-007,SENS-9418,temperature,2024-12-09T09:36:12,713.142231,C,62.36,85.58,3307,0.065,96.628,704.552,91.905,42.23,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001021,PLT-0053,BAT-MOD-020,SENS-8370,voltage,2024-12-09T09:52:39,107.236698,V,91.47,96.18,391,-0.036,64.596,766.337,-46.485,38.09,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001022,PLT-0081,BAT-MOD-042,SENS-9692,current,2024-12-09T09:04:36,868.983524,A,70.40,89.55,2335,-0.273,84.143,725.462,-375.934,35.87,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
BR-0000001023,PLT-0063,BAT-MOD-007,SENS-8713,power,2024-12-09T09:21:17,680.904871,MW,32.40,90.77,4305,0.074,81.120,625.626,118.990,31.89,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001024,PLT-0004,BAT-MOD-040,SENS-8183,temperature,2024-12-09T09:36:02,475.783930,C,92.03,90.70,1881,0.150,25.285,698.127,214.983,41.07,SUSPECT,FAULT,2025-12-09T14:25:05
BR-0000001025,PLT-0065,BAT-MOD-047,SENS-7516,current,2024-12-09T09:55:01,267.741352,A,84.74,90.66,1164,-0.258,3.238,605.236,-425.623,18.45,BAD,CRITICAL,2025-12-09T14:25:05
BR-0000001026,PLT-0082,BAT-MOD-045,SENS-8979,voltage,2024-12-09T09:29:36,727.130861,V,66.21,96.24,3330,0.202,76.276,699.577,288.742,21.66,GOOD,FAULT,2025-12-09T14:25:05
BR-0000001027,PLT-0045,BAT-MOD-035,SENS-4665,soc,2024-12-09T09:26:18,363.141121,%,64.44,89.47,1465,0.268,15.924,732.033,365.656,24.07,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001028,PLT-0032,BAT-MOD-002,SENS-7257,temperature,2024-12-09T09:00:55,792.557656,C,79.37,95.96,3988,0.134,55.993,665.846,201.819,19.60,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
BR-0000001029,PLT-0019,BAT-MOD-025,SENS-8700,soh,2024-12-09T09:29:07,48.095650,%,38.14,96.35,3089,0.296,30.714,654.242,452.693,20.20,GOOD,WARNING,2025-12-09T14:25:05
BR-0000001030,PLT-0068,BAT-MOD-010,SENS-2505,current,2024-12-09T09:36:45,144.890920,A,33.97,93.27,882,-0.086,10.634,675.950,-127.020,34.16,BAD,NORMAL,2025-12-09T14:25:05
BR-0000001031,PLT-0006,BAT-MOD-025,SENS-4118,current,2024-12-09T09:53:18,189.752928,A,94.26,97.31,2748,0.199,99.913,618.747,321.274,27.06,GOOD,NORMAL,2025-12-09T14:25:05
BR-0000001032,PLT-0002,BAT-MOD-032,SENS-7701,soc,2024-12-09T09:11:22,706.846936,%,87.71,88.76,110,-0.132,28.609,658.872,-200.521,30.98,SUSPECT,NORMAL,2025-12-09T14:25:05
