reading_id,plant_id,component_id,sensor_id,sensor_type,timestamp,value,unit_of_measure,irradiance_wm2,panel_temperature_c,ambient_temperature_c,power_mw,energy_mwh,dc_voltage_v,dc_current_a,ac_voltage_v,ac_current_a,inverter_efficiency_pct,performance_ratio,tracker_angle_degrees,quality_flag,alarm_status,ingestion_datetime
SR-0000001063,PLT-0095,INV-049,SENS-2661,tracking_angle,2024-12-09T09:23:07,360.173915,degrees,875.48,41.29,15.60,0.185,29.794,744.751,261.921,517.924,370.884,97.86,0.7917,11.92,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001064,PLT-0054,INV-039,SENS-9594,temperature,2024-12-09T09:09:49,459.151096,C,936.40,52.19,28.34,0.187,15.532,676.105,291.017,523.886,321.130,97.19,0.7828,-12.33,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001065,PLT-0083,INV-032,SENS-2274,temperature,2024-12-09T09:18:30,178.776709,C,611.76,54.20,24.48,0.112,22.394,645.798,182.151,529.651,193.088,95.49,0.8220,-40.39,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001066,PLT-0036,INV-019,SENS-7289,voltage,2024-12-09T09:10:21,401.611488,V,634.66,28.13,27.63,0.224,10.325,874.047,269.414,627.936,365.853,96.75,0.7953,-20.18,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001067,PLT-0070,INV-048,SENS-4304,current,2024-12-09T09:50:43,47.478194,A,666.81,50.58,28.63,0.341,28.219,981.360,365.770,532.978,319.017,95.40,0.8037,-31.32,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001068,PLT-0001,INV-009,SENS-5215,temperature,2024-12-09T09:48:29,476.959997,C,813.40,37.45,22.75,0.124,15.858,707.319,185.141,592.248,193.796,95.39,0.7890,-23.25,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001069,PLT-0063,INV-026,SENS-2817,current,2024-12-09T09:52:54,326.191193,A,645.32,33.83,16.46,0.281,38.567,687.370,430.394,493.574,210.019,95.68,0.7931,42.28,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001070,PLT-0011,INV-014,SENS-5438,irradiance,2024-12-09T09:05:47,520.624084,W/m2,761.74,29.04,24.01,0.364,3.746,791.810,483.249,558.123,256.378,97.74,0.8024,-33.16,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001071,PLT-0067,INV-050,SENS-6332,tracking_angle,2024-12-09T09:17:29,730.932407,degrees,932.74,37.44,20.52,0.106,49.545,757.253,147.563,605.212,315.848,96.06,0.8191,-9.91,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001072,PLT-0003,INV-046,SENS-6586,irradiance,2024-12-09T09:58:28,577.776143,W/m2,972.28,26.52,29.17,0.252,43.286,967.563,274.293,570.084,194.862,97.70,0.7766,39.29,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001073,PLT-0018,INV-001,SENS-3634,irradiance,2024-12-09T09:40:58,87.382723,W/m2,833.88,29.84,18.91,0.163,45.428,847.293,202.898,628.982,109.968,95.46,0.8360,2.26,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001074,PLT-0035,INV-033,SENS-6785,voltage,2024-12-09T09:11:36,789.361711,V,992.22,27.38,20.45,0.271,38.818,844.254,338.132,483.253,116.637,96.53,0.8061,16.12,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001075,PLT-0068,INV-038,SENS-6389,irradiance,2024-12-09T09:29:44,741.979498,W/m2,727.54,33.52,19.91,0.086,22.507,687.516,131.375,538.504,383.447,94.19,0.7944,-31.28,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001076,PLT-0024,INV-050,SENS-1897,temperature,2024-12-09T09:17:48,519.920383,C,830.55,52.98,29.45,0.210,42.347,831.651,266.269,494.062,304.939,95.52,0.7888,-41.95,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001077,PLT-0039,INV-003,SENS-2339,power,2024-12-09T09:35:40,26.436667,MW,805.79,51.52,28.05,0.138,9.077,790.890,184.026,625.636,334.212,95.52,0.8352,-3.14,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001078,PLT-0064,INV-022,SENS-9135,irradiance,2024-12-09T09:19:18,25.965938,W/m2,702.38,53.45,17.62,0.071,3.461,743.366,100.054,548.371,389.990,95.05,0.7600,-32.25,BAD,FAULT,2025-12-09T14:25:05
SR-0000001079,PLT-0013,INV-010,SENS-3703,power,2024-12-09T09:04:56,631.444955,MW,942.33,47.84,20.69,0.217,12.929,792.368,287.926,501.635,324.715,96.01,0.7850,-3.52,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001080,PLT-0061,INV-040,SENS-8968,temperature,2024-12-09T09:47:43,157.300834,C,728.87,42.30,17.64,0.170,37.777,828.723,215.792,573.990,325.084,97.19,0.7760,3.13,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001081,PLT-0036,INV-015,SENS-7337,irradiance,2024-12-09T09:08:44,876.119587,W/m2,921.10,53.81,26.90,0.238,47.056,666.073,376.383,630.076,139.319,94.50,0.7849,-30.50,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001082,PLT-0069,INV-008,SENS-4940,power,2024-12-09T09:30:50,353.522211,MW,937.39,33.52,28.05,0.339,5.778,893.274,399.113,677.171,143.693,95.64,0.7720,-39.62,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001083,PLT-0065,INV-042,SENS-4130,temperature,2024-12-09T09:46:39,966.369075,C,831.39,29.55,15.46,0.115,33.367,865.788,140.063,613.494,150.482,95.82,0.8031,-31.41,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001084,PLT-0038,INV-039,SENS-7768,irradiance,2024-12-09T09:20:21,488.144873,W/m2,932.14,25.48,18.76,0.293,29.986,807.311,382.277,502.740,260.161,96.88,0.7792,-44.71,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001085,PLT-0029,INV-049,SENS-5298,tracking_angle,2024-12-09T09:15:04,874.724491,degrees,728.97,40.94,28.92,0.148,36.617,858.287,181.850,680.092,308.522,95.31,0.7722,0.20,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001086,PLT-0013,INV-047,SENS-4428,power,2024-12-09T09:38:43,480.555307,MW,764.32,33.94,24.76,0.213,32.465,967.976,231.528,686.639,254.098,97.85,0.8301,12.19,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001087,PLT-0079,INV-019,SENS-9844,temperature,2024-12-09T09:03:29,604.653391,C,918.64,38.71,29.49,0.299,40.316,701.535,448.703,612.522,388.611,97.50,0.7525,25.50,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001088,PLT-0073,INV-042,SENS-5948,power,2024-12-09T09:08:29,650.704666,MW,967.71,33.97,22.01,0.236,0.235,987.988,251.195,677.705,344.808,94.17,0.8332,15.59,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001089,PLT-0007,INV-010,SENS-4023,voltage,2024-12-09T09:33:33,787.148315,V,849.07,33.63,15.56,0.308,17.605,841.256,385.297,656.886,355.350,94.29,0.8212,-1.84,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001090,PLT-0073,INV-024,SENS-6097,tracking_angle,2024-12-09T09:10:35,854.186055,degrees,600.20,44.43,26.66,0.325,20.278,697.047,490.981,686.482,394.016,94.15,0.7516,-41.37,BAD,FAULT,2025-12-09T14:25:05
SR-0000001091,PLT-0018,INV-037,SENS-7351,temperature,2024-12-09T09:00:46,268.845562,C,959.36,35.99,18.23,0.258,27.746,814.599,333.631,485.562,197.195,97.65,0.7896,34.95,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001092,PLT-0020,INV-042,SENS-1453,current,2024-12-09T09:54:58,634.332597,A,966.32,47.50,28.75,0.315,29.804,988.254,335.707,533.556,174.399,94.41,0.8172,-10.53,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001093,PLT-0079,INV-039,SENS-2968,current,2024-12-09T09:45:39,872.285273,A,953.85,52.04,26.09,0.149,39.611,947.223,165.435,603.048,207.869,97.38,0.8264,41.43,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001094,PLT-0090,INV-015,SENS-9110,temperature,2024-12-09T09:12:01,136.872944,C,862.65,48.09,25.54,0.320,31.902,983.931,342.502,611.264,252.660,94.83,0.7600,44.35,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001095,PLT-0091,INV-011,SENS-7588,tracking_angle,2024-12-09T09:20:27,799.372732,degrees,620.74,27.50,25.33,0.429,9.147,995.855,453.768,502.019,168.708,97.85,0.7790,-25.85,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001096,PLT-0044,INV-022,SENS-4170,temperature,2024-12-09T09:31:15,538.334123,C,836.55,36.26,29.91,0.103,31.610,602.938,179.983,533.667,335.988,97.51,0.8385,25.76,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001097,PLT-0045,INV-004,SENS-3022,irradiance,2024-12-09T09:12:14,386.930071,W/m2,803.37,46.26,18.34,0.228,23.523,770.071,312.128,678.087,396.017,97.18,0.7915,42.48,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001098,PLT-0028,INV-028,SENS-3208,tracking_angle,2024-12-09T09:47:28,14.409680,degrees,887.11,33.42,28.48,0.292,23.766,914.957,336.237,511.516,394.568,94.86,0.7587,-28.33,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001099,PLT-0072,INV-014,SENS-1700,voltage,2024-12-09T09:17:01,451.013749,V,602.92,26.52,17.79,0.265,45.809,695.736,400.225,562.866,250.885,97.99,0.7698,-34.67,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001100,PLT-0098,INV-017,SENS-8909,temperature,2024-12-09T09:13:46,624.225986,C,715.65,42.25,25.74,0.085,7.253,619.941,144.065,663.896,122.149,97.82,0.8042,24.88,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001101,PLT-0061,INV-015,SENS-8180,voltage,2024-12-09T09:50:22,990.746249,V,763.73,40.21,17.05,0.273,39.587,630.078,456.047,660.763,357.012,97.84,0.8379,-44.88,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001102,PLT-0087,INV-040,SENS-3604,current,2024-12-09T09:23:37,134.181578,A,907.76,37.23,18.29,0.073,12.052,759.482,101.197,561.623,132.593,95.83,0.8465,-24.56,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001103,PLT-0065,INV-022,SENS-8993,voltage,2024-12-09T09:49:22,933.421227,V,928.01,32.65,15.55,0.160,30.841,987.763,171.018,689.329,287.208,97.03,0.7726,32.36,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001104,PLT-0029,INV-045,SENS-4845,temperature,2024-12-09T09:22:51,422.580121,C,887.18,31.72,21.63,0.102,37.063,832.697,128.990,619.101,374.975,95.97,0.7580,-7.96,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001105,PLT-0037,INV-029,SENS-3709,voltage,2024-12-09T09:15:07,124.027072,V,708.14,43.13,29.62,0.251,43.065,713.935,370.605,686.431,178.972,97.16,0.7813,-4.74,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001106,PLT-0096,INV-022,SENS-3111,power,2024-12-09T09:15:29,451.064421,MW,856.85,39.34,18.29,0.383,30.887,990.569,407.423,638.429,167.885,95.43,0.7969,-30.24,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001107,PLT-0015,INV-043,SENS-3587,current,2024-12-09T09:02:34,624.690538,A,813.10,35.68,28.37,0.121,43.010,990.697,128.903,593.881,319.937,95.94,0.7538,-4.52,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001108,PLT-0058,INV-048,SENS-5865,power,2024-12-09T09:16:47,669.732440,MW,606.21,46.97,18.25,0.284,44.200,763.298,392.045,599.030,386.478,95.28,0.7902,-44.76,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001109,PLT-0099,INV-031,SENS-1496,irradiance,2024-12-09T09:36:20,594.465867,W/m2,744.32,37.40,28.47,0.138,13.601,678.889,214.197,536.866,320.926,96.95,0.7548,27.57,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001110,PLT-0067,INV-013,SENS-7587,irradiance,2024-12-09T09:33:32,208.022927,W/m2,859.52,39.37,28.74,0.317,5.428,833.232,400.012,656.411,155.911,97.54,0.7850,41.12,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001111,PLT-0069,INV-009,SENS-5760,tracking_angle,2024-12-09T09:14:57,136.996728,degrees,640.15,50.82,24.81,0.190,23.835,708.807,281.983,561.274,234.512,95.11,0.8448,-2.70,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001112,PLT-0038,INV-005,SENS-5163,tracking_angle,2024-12-09T09:23:02,473.524707,degrees,927.83,29.37,27.27,0.131,15.846,601.298,230.003,649.877,292.549,94.97,0.8252,22.64,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001113,PLT-0074,INV-005,SENS-1501,tracking_angle,2024-12-09T09:07:11,769.657022,degrees,874.88,36.97,26.92,0.242,18.021,705.604,360.445,510.808,212.646,95.51,0.7858,26.51,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001114,PLT-0089,INV-026,SENS-1100,power,2024-12-09T09:16:40,287.161316,MW,658.62,39.67,22.76,0.177,11.854,790.971,235.098,530.543,213.085,94.09,0.8045,0.44,BAD,FAULT,2025-12-09T14:25:05
SR-0000001115,PLT-0052,INV-006,SENS-6535,current,2024-12-09T09:29:01,109.378091,A,774.88,44.01,26.16,0.175,49.163,959.475,191.534,657.190,287.833,96.76,0.7832,-13.58,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001116,PLT-0024,INV-046,SENS-7627,tracking_angle,2024-12-09T09:50:55,425.007408,degrees,776.78,47.38,19.33,0.296,45.262,642.691,484.032,639.742,110.506,97.86,0.8469,-26.93,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001117,PLT-0077,INV-022,SENS-5671,current,2024-12-09T09:25:25,802.023659,A,729.83,34.10,22.34,0.152,48.138,642.087,248.831,676.297,339.556,94.32,0.8061,43.07,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001118,PLT-0067,INV-032,SENS-7805,temperature,2024-12-09T09:29:04,949.377367,C,929.70,52.64,16.44,0.295,47.079,684.863,453.921,530.230,137.519,94.98,0.8040,16.84,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001119,PLT-0051,INV-032,SENS-8559,power,2024-12-09T09:18:35,107.297530,MW,908.51,52.53,21.73,0.239,9.367,723.901,346.847,659.661,280.420,95.16,0.8165,18.32,BAD,FAULT,2025-12-09T14:25:05
SR-0000001120,PLT-0095,INV-036,SENS-4673,current,2024-12-09T09:00:35,887.442464,A,809.72,46.17,20.26,0.246,36.251,850.282,304.469,555.820,302.173,96.38,0.7628,-14.72,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001121,PLT-0036,INV-010,SENS-7567,current,2024-12-09T09:06:09,704.800419,A,790.41,37.51,24.66,0.140,39.643,635.328,232.051,561.175,353.031,94.61,0.7824,9.08,BAD,WARNING,2025-12-09T14:25:05
SR-0000001122,PLT-0054,INV-031,SENS-6945,irradiance,2024-12-09T09:56:48,447.744933,W/m2,993.03,47.91,25.94,0.131,28.848,844.915,162.621,588.322,164.324,95.09,0.7786,-17.06,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001123,PLT-0038,INV-029,SENS-2269,power,2024-12-09T09:47:39,18.178017,MW,970.21,32.31,21.02,0.162,8.085,628.606,271.690,556.962,330.119,97.09,0.8264,1.92,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001124,PLT-0068,INV-049,SENS-8620,power,2024-12-09T09:25:12,228.388868,MW,611.72,35.27,27.48,0.337,7.545,839.671,422.225,574.975,215.853,95.59,0.8289,18.02,SUSPECT,FAULT,2025-12-09T14:25:05
SR-0000001125,PLT-0059,INV-038,SENS-4090,irradiance,2024-12-09T09:08:32,724.968323,W/m2,804.87,33.17,15.17,0.147,16.328,922.980,167.779,685.943,277.183,94.67,0.8382,12.32,NOT_VERIFIED,WARNING,2025-12-09T14:25:05
SR-0000001126,PLT-0091,INV-015,SENS-7836,irradiance,2024-12-09T09:22:00,729.601003,W/m2,880.53,47.52,19.55,0.217,15.357,623.732,365.905,509.609,151.546,94.62,0.8112,3.99,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001127,PLT-0089,INV-047,SENS-8681,current,2024-12-09T09:07:19,791.250313,A,838.46,32.59,24.31,0.441,10.426,940.593,494.004,674.547,370.537,96.52,0.7867,-27.94,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001128,PLT-0088,INV-038,SENS-8661,temperature,2024-12-09T09:22:33,568.081962,C,947.19,38.33,29.75,0.071,12.421,724.313,103.195,562.193,286.125,96.70,0.7777,44.42,BAD,FAULT,2025-12-09T14:25:05
SR-0000001129,PLT-0029,INV-041,SENS-3853,irradiance,2024-12-09T09:26:40,164.313863,W/m2,735.16,36.68,20.23,0.171,20.313,735.719,244.135,520.168,202.628,96.27,0.8032,11.80,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001130,PLT-0056,INV-022,SENS-3079,current,2024-12-09T09:34:45,322.955063,A,671.24,41.66,18.27,0.319,5.977,704.700,476.619,641.290,258.679,97.26,0.7772,-21.19,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001131,PLT-0068,INV-029,SENS-3790,temperature,2024-12-09T09:04:41,8.600010,C,759.90,48.83,26.28,0.260,29.757,913.857,299.767,650.276,313.831,95.72,0.8335,37.23,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001132,PLT-0083,INV-009,SENS-3311,current,2024-12-09T09:40:23,385.659260,A,760.15,28.92,22.91,0.147,7.808,999.058,154.702,679.677,218.538,94.03,0.8472,2.58,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001133,PLT-0019,INV-022,SENS-5708,voltage,2024-12-09T09:48:43,727.605044,V,768.84,32.57,19.07,0.078,6.470,800.624,101.916,548.324,374.912,96.69,0.8184,9.11,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001134,PLT-0074,INV-003,SENS-8445,voltage,2024-12-09T09:16:34,298.612511,V,704.38,50.92,16.04,0.445,44.115,994.677,471.264,616.704,334.359,96.85,0.7926,28.29,BAD,WARNING,2025-12-09T14:25:05
SR-0000001135,PLT-0033,INV-017,SENS-7512,tracking_angle,2024-12-09T09:49:38,417.131686,degrees,650.84,44.63,20.01,0.269,23.230,650.791,435.451,633.136,275.135,97.00,0.8259,-26.24,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001136,PLT-0077,INV-006,SENS-2075,tracking_angle,2024-12-09T09:12:58,521.677156,degrees,986.99,49.52,15.53,0.206,22.038,606.068,357.338,620.547,342.489,96.36,0.8019,-6.50,SUSPECT,WARNING,2025-12-09T14:25:05
SR-0000001137,PLT-0086,INV-046,SENS-6960,irradiance,2024-12-09T09:11:50,645.390869,W/m2,815.58,41.15,24.87,0.092,28.381,894.607,107.782,593.394,302.684,96.51,0.7866,-22.79,SUSPECT,NORMAL,2025-12-09T14:25:05
SR-0000001138,PLT-0025,INV-003,SENS-8563,tracking_angle,2024-12-09T09:44:31,824.436420,degrees,664.33,46.51,16.97,0.070,17.301,629.919,117.750,514.501,246.385,97.34,0.8115,-20.91,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001139,PLT-0018,INV-020,SENS-8447,tracking_angle,2024-12-09T09:32:58,260.203463,degrees,766.22,34.93,16.22,0.396,14.392,928.747,449.158,551.468,170.145,96.22,0.8330,-9.85,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001140,PLT-0052,INV-045,SENS-6814,temperature,2024-12-09T09:01:23,188.373823,C,748.49,41.94,28.71,0.163,49.471,885.329,194.100,560.845,218.911,96.33,0.7571,9.17,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001141,PLT-0035,INV-041,SENS-4072,current,2024-12-09T09:44:48,400.538337,A,610.93,30.27,23.45,0.202,25.230,793.258,267.466,507.748,390.680,97.77,0.7767,7.50,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001142,PLT-0021,INV-023,SENS-4728,voltage,2024-12-09T09:43:20,476.715008,V,688.59,38.46,26.15,0.321,46.666,775.909,435.767,630.322,112.572,94.80,0.8413,9.43,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001143,PLT-0096,INV-048,SENS-1220,voltage,2024-12-09T09:03:36,63.022192,V,729.76,40.58,23.06,0.238,40.466,633.270,396.221,567.238,315.115,95.50,0.7682,6.65,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001144,PLT-0100,INV-011,SENS-7494,tracking_angle,2024-12-09T09:56:59,738.030262,degrees,757.18,36.09,20.51,0.326,32.479,776.549,441.386,651.774,360.059,96.27,0.8259,-44.12,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001145,PLT-0030,INV-033,SENS-8206,power,2024-12-09T09:20:56,885.252440,MW,928.03,42.42,20.01,0.384,8.516,821.242,492.805,666.431,399.715,95.28,0.8477,-5.78,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001146,PLT-0051,INV-008,SENS-1903,voltage,2024-12-09T09:58:54,999.868262,V,741.86,50.97,28.60,0.112,27.940,733.890,160.396,554.867,304.011,94.93,0.7984,25.27,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001147,PLT-0099,INV-025,SENS-8728,power,2024-12-09T09:32:52,138.331304,MW,700.60,35.20,20.79,0.167,19.011,673.075,261.489,505.194,312.716,95.37,0.8321,-7.75,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001148,PLT-0040,INV-014,SENS-4607,voltage,2024-12-09T09:55:58,750.485356,V,687.03,36.59,26.51,0.089,44.191,778.303,119.884,687.219,171.794,94.29,0.7753,-32.39,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001149,PLT-0005,INV-007,SENS-2404,temperature,2024-12-09T09:27:49,526.928901,C,617.94,42.32,24.93,0.076,30.584,668.002,119.313,511.866,161.384,95.95,0.8092,26.73,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001150,PLT-0006,INV-023,SENS-5712,irradiance,2024-12-09T09:47:35,346.681382,W/m2,963.53,43.62,19.33,0.096,5.509,781.442,129.417,591.022,390.661,97.01,0.7783,-32.73,NOT_VERIFIED,NORMAL,2025-12-09T14:25:05
SR-0000001151,PLT-0005,INV-020,SENS-7051,tracking_angle,2024-12-09T09:01:04,120.352168,degrees,651.19,52.98,18.00,0.238,35.561,624.601,401.530,595.478,185.396,96.41,0.7784,-36.30,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001152,PLT-0045,INV-004,SENS-6088,irradiance,2024-12-09T09:47:27,353.329939,W/m2,729.32,37.90,28.96,0.454,12.714,987.509,484.468,686.628,379.831,96.24,0.8305,6.43,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001153,PLT-0093,INV-047,SENS-1534,voltage,2024-12-09T09:10:57,640.713672,V,859.32,26.91,28.63,0.183,30.653,862.820,223.788,595.763,333.666,97.81,0.8162,-30.69,BAD,NORMAL,2025-12-09T14:25:05
SR-0000001154,PLT-0087,INV-009,SENS-3704,tracking_angle,2024-12-09T09:38:06,89.988561,degrees,613.98,44.17,21.70,0.328,31.712,735.455,469.975,547.655,278.701,97.69,0.7712,2.51,GOOD,WARNING,2025-12-09T14:25:05
SR-0000001155,PLT-0094,INV-006,SENS-9528,tracking_angle,2024-12-09T09:42:30,628.788424,degrees,840.85,42.16,16.75,0.324,29.587,836.152,407.699,529.694,337.201,97.74,0.7664,29.15,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001156,PLT-0075,INV-002,SENS-4260,temperature,2024-12-09T09:35:13,724.421386,C,976.42,36.04,28.81,0.075,37.118,743.585,105.586,620.198,190.873,97.19,0.8474,-33.83,SUSPECT,CRITICAL,2025-12-09T14:25:05
SR-0000001157,PLT-0094,INV-030,SENS-5745,temperature,2024-12-09T09:11:42,475.549601,C,989.53,38.30,24.73,0.256,28.540,956.536,281.751,501.765,370.114,96.37,0.7960,44.69,NOT_VERIFIED,FAULT,2025-12-09T14:25:05
SR-0000001158,PLT-0082,INV-003,SENS-3430,tracking_angle,2024-12-09T09:46:30,559.768372,degrees,888.58,45.57,24.05,0.376,24.206,966.131,409.997,674.040,122.767,94.47,0.7880,3.81,BAD,FAULT,2025-12-09T14:25:05
SR-0000001159,PLT-0100,INV-014,SENS-6093,power,2024-12-09T09:12:22,220.483633,MW,962.81,32.69,15.19,0.149,38.834,804.587,194.575,579.987,363.316,96.99,0.7514,23.72,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001160,PLT-0022,INV-037,SENS-2488,temperature,2024-12-09T09:58:16,935.694067,C,819.97,42.70,15.75,0.337,10.711,829.749,427.654,505.315,187.458,96.64,0.7700,44.46,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001161,PLT-0093,INV-036,SENS-3947,irradiance,2024-12-09T09:50:49,628.922766,W/m2,884.15,39.34,29.73,0.253,32.717,890.821,299.402,680.147,245.116,97.46,0.8250,-11.79,GOOD,FAULT,2025-12-09T14:25:05
SR-0000001162,PLT-0068,INV-043,SENS-5723,current,2024-12-09T09:36:14,892.735946,A,973.26,52.53,24.19,0.113,22.164,625.009,190.717,613.658,169.883,97.56,0.8143,-37.62,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001163,PLT-0041,INV-028,SENS-1710,voltage,2024-12-09T09:39:32,108.330055,V,789.66,30.31,15.28,0.100,17.401,621.639,168.537,569.251,330.737,96.83,0.8128,-26.63,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001164,PLT-0019,INV-021,SENS-1574,temperature,2024-12-09T09:53:13,782.550261,C,916.27,39.11,23.67,0.257,45.544,739.724,365.123,548.431,225.330,95.28,0.8252,34.01,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001165,PLT-0011,INV-012,SENS-6725,tracking_angle,2024-12-09T09:45:08,372.423310,degrees,642.21,34.10,24.33,0.311,19.092,816.318,400.909,480.070,213.975,94.66,0.8474,41.93,BAD,CRITICAL,2025-12-09T14:25:05
SR-0000001166,PLT-0039,INV-042,SENS-7063,power,2024-12-09T09:04:03,383.931373,MW,977.53,29.59,29.13,0.195,20.550,944.186,217.942,669.509,255.408,94.36,0.8305,-1.31,NOT_VERIFIED,CRITICAL,2025-12-09T14:25:05
SR-0000001167,PLT-0067,INV-020,SENS-5290,power,2024-12-09T09:37:04,271.035740,MW,812.01,47.54,24.83,0.170,25.899,626.321,284.896,499.020,285.987,96.57,0.7771,-17.57,BAD,WARNING,2025-12-09T14:25:05
SR-0000001168,PLT-0060,INV-013,SENS-4427,power,2024-12-09T09:41:12,815.295766,MW,713.65,48.62,17.40,0.101,48.678,663.108,160.309,594.493,233.493,96.55,0.8437,36.93,GOOD,CRITICAL,2025-12-09T14:25:05
SR-0000001169,PLT-0091,INV-014,SENS-8926,voltage,2024-12-09T09:43:52,243.089680,V,790.55,33.46,27.96,0.114,40.689,654.277,183.565,604.160,162.811,96.03,0.8098,-24.20,GOOD,NORMAL,2025-12-09T14:25:05
SR-0000001170,PLT-0046,INV-040,SENS-1859,voltage,2024-12-09T09:31:02,806.342483,V,770.12,49.20,17.62,0.211,43.215,626.985,354.727,629.843,230.608,95.62,0.8000,1.65,BAD,FAULT,2025-12-09T14:25:05
SR-0000001171,PLT-0092,INV-032,SENS-1332,irradiance,2024-12-09T09:44:15,843.874614,W/m2,867.71,26.37,18.73,0.097,45.061,641.815,158.395,525.208,107.233,96.37,0.7517,-27.25,GOOD,NORMAL,2025-12-09T14:25:05
